Title ,Content
Satellite designed by K J Somaiya institute lifts off with PSLV,"['New', 'Years', 'day', 'student', 'staff', 'K', 'J', 'Somaiya', 'Institute', 'Technology', 'witnessed', 'launch', 'fourstage', 'Polar', 'Satellite', 'Launch', 'Vehicle', 'PSLV', 'Sriharikota', 'rocket', 'fourth', 'stage', 'called', 'POEM', 'carried', 'satellite', 'Somaiya', 'BeliefSat0', 'designed', 'developed', 'student', 'faculty', 'institute', 'satellite', 'weighing', '440', 'gram', 'aim', 'provide', 'global', 'communication', 'ham', 'operator', 'fill', 'gap', 'left', 'Indias', 'decommissioned', 'hamsat', '2014', 'project', 'started', '2018', 'promotes', 'student', 'curiosity', 'engagement', 'radio', 'frequency', 'communication', 'space', 'technology']"
"'We have lost our Masjid, now there...': AIMIM chief Asaduddin Owaisi","['inauguration', 'Ram', 'Temple', 'Ayodhya', 'nearing', 'AIMIM', 'president', 'Asaduddin', 'Owaisi', 'appealed', 'youth', 'Muslim', 'community', 'watchful', 'activity', 'done', 'BJPled', 'Centre', 'Owaisi', 'emphasized', 'importance', 'mosque', 'remaining', 'inhabited', 'expressed', 'concern', 'loss', 'Babri', 'Masjid', 'urged', 'young', 'Muslims', 'stay', 'united', 'maintain', 'support', 'strength', 'consecration', 'ceremony', 'Ram', 'Temple', 'held', 'seven', 'day', 'starting', 'January', '16', 'final', 'day', 'January', '22']"
Hard landing in Dubai: AI derosters pilot & orders probe; A320 grounded there for a week,"['Air', 'India', 'flight', 'made', 'heavy', 'landing', 'Dubai', 'December', '20', 'Luckily', 'everyone', 'onboard', 'relatively', 'young', '55yearold', 'Airbus', 'A320neo', 'VT', 'CIQ', 'suffer', 'structural', 'damage', 'made', 'heavy', 'landing', '35', 'G', 'came', 'stop', 'safely', 'pilot', 'removed', 'flying', 'duty', 'pending', 'investigation', 'plane', 'remained', 'grounded', 'Dubai', 'extensive', 'check', 'week', 'allowed', 'fly', 'back', 'Air', 'Indias', 'engineering', 'base', 'Mumbai']"
"Picnic spots in Odisha to display photos of accidents, testimonials of victims: SOP","['state', 'government', 'released', 'standard', 'operating', 'procedure', 'SOP', 'curb', 'casualty', 'picnic', 'tourist', 'spot', 'SOP', 'includes', 'displaying', 'photo', 'accident', 'testimonial', 'victim', 'discourage', 'reckless', 'drunk', 'driving', 'government', 'aim', 'reduce', 'road', 'accident', 'casualty', 'peak', 'tourist', 'season', 'November', 'February', 'Vehicle', 'owner', 'must', 'obtain', 'special', 'permit', 'regional', 'transport', 'office', 'RTOs', 'transport', 'passenger', 'picnic', 'spot', 'transport', 'department', 'collaborate', 'pollution', 'control', 'board', 'distribute', 'road', 'safety', 'message', 'testimonial', 'picnic', 'spot']"
Maharashtra detects 29 JN.1 variant cases,"['29', 'people', 'detected', 'new', 'JN1', 'variant', 'coronavirus', 'Maharashtra', 'Pune', 'district', 'registered', 'highest', 'case', '15', 'followed', 'Thane', '5', 'Beed', '3', 'Chhatrapati', 'Sambhajinagar', '2', 'one', 'case', 'Kolhapur', 'Akola', 'Sindhudurg', 'Nashik', 'Mumbai', 'reported', 'case', 'state', 'registered', '70', 'fresh', 'case', 'daily', 'positivity', 'rate', '209', 'Thane', 'highest', 'active', 'case', '212', 'followed', 'Mumbai', '130', 'Pune', '124', 'Older', 'individual', 'comorbidities', 'adhere', 'precaution']"
"Senior national wrestling camps to commence on February 9, says IOA's ad-hoc panel","['adhoc', 'panel', 'led', 'Bhupender', 'Singh', 'Bajwa', 'chief', 'Wushu', 'Association', 'India', 'including', 'former', 'hockey', 'player', 'MM', 'Somaya', 'exshuttler', 'Manjusha', 'Kanwar', 'currently', 'making', 'critical', 'decision', 'absence', 'newlyelected', 'Wrestling', 'Federation', 'India', 'WFI', 'suspended', 'Sports', 'Ministry', 'within', 'three', 'day', 'poll', 'upcoming', 'national', 'camp', 'identify', 'medallist', '30', 'weight', 'division', 'spanning', 'senior', 'freestyle', 'GrecoRoman', 'woman', 'category', 'selection', 'process', 'draw', 'performance', 'athlete', 'senior', 'Nationals', 'taking', 'place', 'Jaipur']"
"'Virat Kohli, Sachin Tendulkar and...': Nathan Lyon names best players he has played against","['Nathan', 'Lyon', '36yearold', 'Australian', 'widely', 'regarded', 'one', 'premier', 'offspinners', 'current', 'cricket', 'landscape', 'consistently', 'troubling', 'world', 'top', 'batter', 'elusive', 'spin', 'Recently', 'seasoned', 'veteran', 'achieved', 'significant', 'milestone', 'becoming', 'eighth', 'bowler', 'reach', '500', 'wicket', 'Test', 'cricket', 'outclassing', 'top', 'batter', 'Lyon', 'selected', 'best', 'batsman', 'faced', 'illustrious', 'decadelong', 'Test', 'career', 'also', 'disclosed', 'strategy', 'tactic', 'employ', 'dismiss', 'player']"
"Six-month-old infant killed, mother injured in crossfire between security forces and Maoists in Bastar","['sixmonthold', 'infant', 'girl', 'lost', 'life', 'mother', 'sustained', 'injury', 'crossfire', 'security', 'force', 'Maoists', 'Mutvandi', 'forest', 'village', 'Gangaloor', 'region', 'Bijapur', 'district', 'intense', 'gun', 'battle', 'unfolded', '45', 'kilometer', 'away', 'Bijapur', 'district', 'headquarters', 'Naxal', 'cadre', 'Bhairamgarh', 'area', 'committee', 'including', 'Chandranna', 'Mangli', 'opened', 'fire', 'security', 'force', 'injured', 'woman', 'promptly', 'taken', 'district', 'hospital', 'Kaved', 'village', 'operation', 'still', 'ongoing']"
Andhra Pradesh to launch Jagananna Arogya Suraksha second phase on Tuesday,"['state', 'government', 'launching', 'second', 'phase', 'Jagananna', 'Aarogya', 'Suraksha', 'JAS', 'program', 'provide', 'better', 'health', 'service', 'poor', 'program', 'aim', 'leave', 'one', 'behind', 'village', 'behind', 'offering', 'quality', 'health', 'service', 'free', 'cost', 'first', 'phase', 'JAS', 'benefited', '60', 'lakh', 'people', 'second', 'phase', 'extend', 'service', 'people', 'state', 'specifically', 'target', 'chronic', 'patient', 'pregnant', 'lactating', 'mother', 'neonatal', 'infant', 'care', 'adolescent', 'health', 'person', 'chronic', 'disease']"
5 injured in Thane road accident,"['collision', 'SUV', 'stationary', 'truck', 'Eastern', 'Express', 'highway', 'Thane', 'resulted', 'serious', 'injury', 'five', 'people', 'SUV', 'carrying', 'maintenance', 'equipment', 'railway', 'cable', 'lost', 'control', 'collided', 'parked', 'truck', 'loaded', 'brick', 'injured', 'individual', 'taken', 'Thane', 'Civil', 'Hospital', 'two', 'critical', 'condition', 'later', 'transferred', 'Mumbai', 'hospital', 'rescue', 'operation', 'five', 'people', 'freed', 'mangled', 'SUV', 'Naupada', 'police', 'record', 'statement', 'initiate', 'case']"
"David Bedingham story: Walking back from a car accident, banking on Virat Kohli's technique","['2016', 'David', 'Bedingham', 'displayed', 'immense', 'promise', 'already', 'making', 'mark', 'FirstClass', 'cricket', 'However', 'burgeoning', 'journey', 'faced', 'severe', 'setback', 'harrowing', 'car', 'accident', 'sidelined', 'South', 'African', 'year', 'Undeterred', 'Bedingham', 'showcased', 'tremendous', 'resilience', 'making', 'determined', 'comeback', 'establish', 'stalwart', 'Western', 'Province', 'Additionally', 'gained', 'valuable', 'experience', 'playing', 'Durham', 'English', 'county', 'cricket', 'amassing', '6000', 'run', '89', 'game', 'remarkable', 'journey', 'culminated', 'impressive', 'Test', 'debut', 'India', 'Centurion', 'last', 'week']"
"POCO X6 Series Launch Date In India Revealed: All You Need To Know - Price, Specifications","['POCO', 'X6', 'series', 'likely', 'priced', 'Rs', '16000', 'Rs', '20000', 'India']"
"Ira Khan, Nupur Shikhare Wedding: Reena Dutta, Kiran Rao Arrive For Haldi Ceremony, Aamir's Residence All Decked Up","['Ira', 'Khan', 'Nupur', 'Shikhare', 'wedding', 'haldi', 'ceremony', 'Ira', 'Khan', 'Nupur', 'Shikhare', 'Reena', 'Dutta', 'Kiran', 'Rao', 'made', 'dazzling', 'appearance', 'traditional', 'outfit']"
Jeremy Renner Recalls HORRIFIC Snowplow Accident A Year After It Left Him Dying,"['Jeremy', 'Renner', 'recently', 'opened', 'harrowing', 'accident', 'almost', 'left', 'dead', 'last', 'year', 'actor', 'spoke', 'incident', 'also', 'opened', 'returning', 'film', 'television', 'following', 'recuperation', 'Jeremy', 'soon', 'starting', 'filming', 'series', 'third', 'season', 'Mayor', 'Kingstown']"
"'Thok Dijiye Sir...': Why No Bulldozer Action In IIT-BHU Gangrape Case, Asks Mahua Moitra","['Three', 'person', 'arrested', 'IITBHU', 'campus', 'alleged', 'sexual', 'assault', 'case', 'TMCs', 'Mahua', 'Moitra', 'came', 'heavily', 'BJP', 'questioned', 'took', 'long', 'Yogi', 'government', 'apprehend', 'culprit']"
Pakistan Make Surprising Change In AUS vs PAK Playing XI For Sydney Test,"['Pakistan', 'Cricket', 'Team', 'named', 'playing', 'XI', 'Australia', 'v', 'Pakistan', 'Sydney', 'Test']"
How to Check if Someone Has Blocked You on Instagram,"['check', 'someone', 'blocked', 'Instagram', 'first', 'search', 'profile', 'public', 'profile', 'labeled', 'Private', 'Account', 'block', 'exists', 'post', 'invisible', 'profile', 'entirely', 'missing', 'might', 'signal', 'block', 'method', 'involve', 'checking', 'profile', 'using', 'browser', 'reviewing', 'message', 'trying', 'follow', 'using', 'another', 'account', 'Reflect', 'possible', 'reason', 'blocked', 'practice', 'online', 'etiquette', 'future', 'interaction']"
Filled A Cybercrime Complaint? Here's How To Check Its Status Online,"['response', 'surge', 'cybercrime', 'Indian', 'Government', 'introduces', 'dedicated', 'cybercrime', 'portal', 'enabling', 'victim', 'report', 'incident', 'conveniently', 'online', 'portal', 'cover', 'wide', 'range', 'offense', 'child', 'exploitation', 'financial', 'fraud', 'userfriendly', 'interface', 'allows', 'easy', 'complaint', 'tracking', 'stepbystep', 'guide', 'helpline', 'number', 'ensure', 'accessible', 'assistance', 'combating', 'cyber', 'threat']"
"Pakistan Awaits USD 700 Million IMF Tranche, D-Day On This Date - Details","['Pakistan', 'set', 'receive', 'USD', '700', 'million', 'next', 'tranche', 'IMF', 'bailout', 'global', 'lender', 'Executive', 'Board', 'convenes', 'January', '11', 'report', 'surfaced', 'Tuesday', 'According', 'PTI', 'report', 'Washingtonbased', 'International', 'Monetary', 'Funds', 'board', 'set', 'deliberate', 'disbursement', 'tranche', 'existing', 'USD', '3', 'billion', 'StandBy', 'Arrangement', 'SBA', 'Pakistan']"
New Parents Rubina Dilaik-Abhinav Shukla Hold Twin Daughters Close As They Ring In New Year 2024,"['Rubina', 'Dilaik', 'Abhinav', 'Shukla', 'welcomed', 'twin', 'girl', 'November', '27', 'celebrated', 'New', 'Year', '2024', 'family', 'four']"
Forget WhatsApp! Share Live Location on Google Maps; Here's How,"['Google', 'introduced', 'seamless', 'realtime', 'location', 'sharing', 'within', 'Maps', 'Android', 'user', 'share', 'live', 'location', 'contact', 'without', 'needing', 'thirdparty', 'apps', 'Heres', 'quick', 'stepbystep', 'guide', 'share', 'live', 'location', 'Google', 'Maps']"
"GRAP-3 Restrictions Lifted, You Can Now Drive BS3 Petrol And BS4 Diesel Cars In Delhi NCR","['Commission', 'Air', 'Quality', 'Management', 'National', 'Capital', 'Region', 'Adjoining', 'Areas', 'CAQM', 'meeting', 'take', 'call', 'implementation', 'GRAP', 'rule', 'considering', 'AQI', 'level', 'statutory', 'body', 'decided', 'revoke', 'Stage3', 'GRAP', 'restriction', 'Delhi', 'NCR', 'however', 'restriction', 'Stage1', '2', 'still', 'effect']"
"Tarot Card Reading for Today; January 2: Expenses Will Increase For Virgo, Health Will Be Good For Sagittarius","['Tarot', 'Reading', 'Today', 'January', '2', '2024', 'card', 'predict', 'day', 'finance', 'need', 'know', 'love', 'relationship', 'education', 'Daily', 'Prediction', 'brings', 'happiness', 'possibility', 'good', 'news', 'many', 'Read', 'know', 'Tarot', 'prediction', 'zodiac', 'sign']"
"Nargis Fakhri Kicks Off 2024 With Rumoured Beau Tony Beig, Ex-BF Uday Chopra In Dubai","['Nargis', 'Fakhri', 'welcomed', '2024', 'Dubai', 'rumoured', 'beau', 'Tony', 'Beig', 'joined', 'exboyfriend', 'Uday', 'Chopra', 'Sussanne', 'Khan', 'Arslan', 'Goni', 'Instagram', 'glimpse', 'shared', 'Tony', 'Arslan', 'captured', 'New', 'Year', 'celebration']"
150 to 100 Meters: Delhi Reduces Distance Gap for Meat Shops near Religious Sites,"['MCD', 'decided', 'reduce', 'minimum', 'distance', 'religious', 'site', 'Meat', 'shop', '150m', '100m', 'revised', 'proposal', 'also', 'includes', 'reduction', 'fee', 'charged', 'renewal', 'meat', 'shop', 'license', 'fee', 'Additionally', 'fine', 'also', 'lowered', 'shop', 'size', 'requirement']"
George RR Martin Shares BIG Update About Game Of Thrones Spinoff Nine Voyages,"['Renowned', 'author', 'George', 'RR', 'Martin', 'rang', 'New', 'Year', 'sharing', 'update', 'Game', 'Thrones', 'universe', 'major', 'announcement', 'revealed', 'shift', 'live', 'action', 'animation', 'anticipated', 'spinoff', 'Nine', 'Voyages', 'Motivated', 'budget', 'constraint', 'move', 'seek', 'vividly', 'depict', 'Corlys', 'Velaryons', 'legendary', 'sea', 'journey', 'visually', 'captivating', 'style']"
PM Modi attends 38th Convocation Ceremony of Bharathidasan University in Tamil Nadu,"['38th', 'Convocation', 'Ceremony', 'Bharathidasan', 'University', 'Tiruchirappalli', 'Prime', 'Minister', 'Narendra', 'Modi', 'gave', 'award', 'meritorious', 'student', 'university']"
"Roman Reigns Reacts To  The Rock Teasing A Match Against Him, Shares Post On X - See Post","['Roman', 'Reigns', 'reacted', 'Rock', 'teasing', 'match', 'Rock', 'teased', 'future', 'match', 'Head', 'Table', 'Roman', 'present', 'Undisputed', 'Universal', 'Champion', 'hasnt', 'lost', 'oneonone', 'match', 'since', '2019', 'Rock', 'Roman', 'never', 'squared', 'oneonone', 'match']"
India's First Submarine Tourism Initiative To Set Sail In Gujarat’s Dwarka,"['might', 'soon', 'able', 'take', 'submarine', 'trip', 'explore', 'deep', 'water', 'Bet', 'Dwarka', 'state']"
Delhi Faces Severe Traffic Jams On The First Day Of The Year | VISUALS,"['Traffic', 'heavy', 'part', 'national', 'capital', 'well', 'forcing', 'people', 'take', 'X', 'complain', 'situation', 'According', 'commuter', 'heavy', 'traffic', 'witnessed', 'Chhattarpur', 'Barakhamba', 'crossing', 'towards', 'Mandi', 'House', 'Rajendra', 'Prasad', 'Marg', 'roundabout', 'Sarai', 'Kale', 'Khan', 'flyover', 'Mathura', 'Road', 'Singhu', 'Border', 'Mukarba', 'Chowk', 'among', 'others']"
Break for Babar Azam To Regain Batting Form? Former Pakistan Legend Suggests,"['decision', 'take', 'break', 'ultimately', 'rest', 'Babar', 'Azam', 'Pakistan', 'Cricket', 'Board', 'PCB', 'possibility', 'shouldnt', 'written', 'entirely', 'Recognizing', 'importance', 'mental', 'health', 'era', 'demanding', 'sport', 'crucial', 'Babars', 'wellbeing', 'deserves', 'much', 'attention', 'batting', 'statistic']"
"Father Jumps To Death From Metro Station After Killing Wife, Child Weeps By Mom's Corpse","['man', 'Gaurav', 'Sharma', 'run', 'allegedly', 'killing', 'wife', 'Lakshmi', 'Rawat', 'December', '31', 'house', 'Gurugram', 'police', 'said']"
Meet Arun Yogiraj: From Adi Shankaracharya In Kedarnath To Ram Lalla In Ayodhya — A Remarkable Artistic Odyssey,"['Although', 'pursued', 'degree', 'MBA', 'brief', 'period', 'worked', 'corporate', 'sector', 'Aruns', 'passion', 'world', 'sculpture', 'led', 'back', 'art', 'form', '2008']"
"WATCH | Road Signs, Display Boards At Metro Station Swing As Multiple Quake Hits Japan","['Footage', 'shared', 'social', 'medium', 'showed', 'road', 'sign', 'display', 'board', 'railway', 'station', 'shaking', 'one', 'earthquake', 'magnitude', '76']"
Andhra CM Jagan Reddy's Sister YS Sharmila To Join Congress,"['Andhra', 'Pradesh', 'CM', 'Jagan', 'Reddys', 'sister', 'founder', 'president', 'YSR', 'Telangana', 'Party', 'YS', 'Sharmila', 'joining', 'Congress', 'week']"
Ayodhya More Popular Than Hills And Beaches: OYO Founder Hails City's Massive Transformation,"['December', '31', 'Ayodhya', 'witnessed', 'unprecedented', 'surge', '80', 'user', 'actively', 'seeking', 'stay', 'city', 'making', 'one', 'significant', 'spike', 'recorded', 'OYO', 'platform', 'shared', 'Ritesh', 'Agarwal', 'X']"
"After 'Toilet' Remark, DMK MP Compares BJP's IT Wing With 'Jobless Barbers', Stirs Major Controversy","['toilet', 'remark', 'DMK', 'MP', 'Dayanidhi', 'Maran', 'Saturday', 'stirred', 'major', 'controversy', 'calling', 'member', 'BJPs', 'wing', 'jobless', 'barber']"
"Spotlight On 'Donkey Flights' As Illegal Migration Rises In Punjab, Haryana: Report","['recent', 'case', 'alleged', 'donkey', 'flight', 'used', 'aircraft', 'Airbus', 'A340', 'ferry', '303', 'Indian', 'passenger', 'finally', 'grounded', 'France', 'stopped', 'refuelling', 'French', 'authority', 'ensured', 'safety', 'comfort', 'passenger', 'launching', 'interrogation', 'probe', 'case', 'potential', 'victim', 'human', 'trafficking']"
"'Siddaramaiah Our Lord Ram, Why Go To...': Cong Leader On No Jan 22 Invitation To Karnataka CM","['Congress', 'leader', 'Holalkere', 'Anjaneya', 'stoked', 'fresh', 'controversy', 'comparing', 'Chief', 'Minister', 'Siddaramaiah', 'Lord', 'Ram', 'asking', 'one', 'go', 'Ayodhyas', 'Ram', 'Mandir', 'worship', 'BJPs', 'Ram']"
Sculpting Divinity: Mysuru Artisan's Exquisite 'Ram Lalla' Idol Chosen For Ayodhya Temple,"['Crafting', 'idol', 'Ram', 'Lalla', 'childlike', 'form', 'preserving', 'divine', 'essence', 'posed', 'significant', 'artistic', 'challenge', 'Arun', 'Yogiraj', 'sculptor', 'mission', 'convey', 'divinity', 'incarnation', 'God', 'depiction', 'child']"
Retired Army Officer Charred To Death In UP's Meerut,"['SP', 'city', 'Ayush', 'Vikram', 'Singh', 'said', 'Vijay', 'Kumar', 'sleeping', 'bed', 'abruptly', 'caught', 'fire', 'Police', 'informed', 'Kumar', 'residing', 'alone', 'rented', 'accommodation', 'completely', 'burnt']"
Why January 22 Was Chosen As Date For Ram Mandir Consecration Or Pran Pratishtha,"['invitation', 'elaborate', 'muchawaited', 'Ram', 'Mandir', 'consecration', 'ceremony', 'ceremony', 'begin', '15th', 'January', '2023', 'ultimate', 'ceremony', 'Pran', 'Pratishtha', 'held', '22nd', 'January', 'wondered', 'date', 'chosen', 'Heres', 'answer']"
Cold Wave Alert! THESE States To Witness Drop In Temperature Next Week | Weather Forecast,"['India', 'Meteorological', 'Department', 'IMD', 'said', 'Monday', 'night', 'day', 'temperature', 'likely', 'fall', 'January', '5', '11', 'leading', 'cold', 'wave', 'condition', 'state', 'north', 'India']"
"2.5-Year-Old Girl, Who Fell Into Borewell In Gujarat, Rescued  - VIDEO","['25yearold', 'girl', 'fell', 'borewell', 'Gujarats', 'Dwarka', 'district', 'rescued', 'successfully', 'Indian', 'Army', 'personnel', 'NDRF', 'team', 'Monday', 'evening']"
"DGCA Probes 'Severe Hard Landing' of Air India A320 Aircraft In Dubai, Airline Derosters pilot","['Air', 'India', 'Airbus', 'A320neo', 'VTCIQ', 'Cochin', 'Dubai', 'flight', 'made', 'heavy', 'landing', 'recorded', 'force', '35', 'G', 'suffer', 'apparent', 'structural', 'damage']"
'Practice What You Preach': Navjot Singh Sidhu Targets Arvind Kejriwal Over Delhi Liquor Policy Case,"['Navjot', 'Singh', 'Sidhu', 'Monday', 'launched', 'scathing', 'attack', 'Arvind', 'Kejriwal', 'Sidhus', 'remark', 'came', 'ahead', 'Kejriwals', 'appearance', 'Enforcement', 'Directorate', 'January', '3', 'connection', 'alleged', 'liquor', 'excise', 'policy', 'scam']"
"Manipur Tense Again: 4 Shot Dead In Thoubal, Curfew Reimposed In Five Valley Districts","['gunman', 'yet', 'identified', 'arrived', 'camouflage', 'uniform', 'Lilong', 'Chingjao', 'area', 'opened', 'fire', 'targeting', 'local', 'Curfew', 'reimposed', 'Thoubal', 'Imphal', 'East', 'Imphal', 'West', 'Kakching', 'Bishnupur', 'district']"
'Year For Gaganyaan': ISRO's Ambitious Plan For 2024 Includes Launch Of 12 Missions,"['2023', 'space', 'agency', 'conducted', 'record', 'seven', 'mission', 'included', 'historic', 'landing', 'Chandrayaan3', 'lunar', 'south', 'pole', 'launch', 'Indias', 'first', 'sun', 'observatory', 'AdityaL1']"
Pakistani Woman Seema Haider To Welcome First Child With Indian Husband Sachin Meena: Reports,"['sensational', 'case', 'Pakistani', 'citizen', 'Seema', 'Haider', 'crossed', 'India', 'child', 'Indian', 'lover', 'Sachin', 'Meena', 'yet', 'another', 'dramatic', 'twist', 'Seema', 'Haidar', 'pregnant', 'going', 'mother', 'mother', 'four', 'child', 'previous', 'marriage', 'previous', 'husband', 'life', 'Pakistan']"
Indian Army To Deploy Six Apache Attack Helicopters At Jodhpur Military Station Near Pakistan Border,"['Indian', 'Army', 'going', 'bolster', 'combat', 'capability', 'near', 'Pakistan', 'border', 'western', 'desert', 'going', 'deploy', 'six', 'Apache', 'attack', 'helicopter', 'military', 'station', 'Jodhpur']"
Who is Goldy Brar? Sidhu Moosewala Murder 'Mastermind' Declared A Terrorist By Centre,"['Satwinder', 'Singh', 'alias', 'Satinderjit', 'Singh', 'alias', 'Goldy', 'Brar', 'associated', 'terrorist', 'group', 'Babbar', 'Khalsa', 'involved', 'multiple', 'murder', 'arm', 'ammunition', 'smuggling', 'fomenting', 'radical', 'ideology', 'Ministry', 'Home', 'Affairs', 'said', 'statement']"
Dawood Ibrahim's Childhood Home To Be Auctioned In Ratnagiri| Details,"['Mumbai', 'authority', 'auction', 'four', 'Ratnagiri', 'property', 'belonging', 'Dawood', 'Ibrahims', 'mom', 'hold', 'significance', 'childhood', 'home', 'Dawood', 'siblingsThe', 'combined', 'reserve', 'price', 'Rs', '192', 'lakh', 'auction', 'occur', 'eauction', 'public', 'auction', 'sealed', 'envelope', 'tender', 'come', 'Safema', 'already', 'auctioned', '11', 'Dawoods', 'property']"
"Raccoon Rescued From Shipping Container in Mumbai, Survived Without Food For 60 Days","['animal', 'severely', 'dehydrated', 'starving', 'since', 'November', '5', 'last', 'year', 'container', 'shipped']"
"Video: Protesting Truck Drivers Attack Cop With Sticks, Chase Him Away In Navi Mumbai","['Truck', 'driver', 'across', 'country', 'called', 'threeday', 'protest', 'new', 'hitandrun', 'law', 'come', 'part', 'Bharatiya', 'Nyaya', 'Sanhita']"
"Mumbai Celebrates 2024 with Tight Security, Over 3,000 Challans Issued On New year Eve","['Mumbai', 'police', 'deployed', 'massive', 'force', 'organised', 'check', 'New', 'Years', 'Eve', 'ensuring', 'city', 'safety', 'vehicle', 'inspection', 'drunk', 'driving', 'crackdown', 'security', 'sensitive', 'location']"
Truck Drivers Halt Highways In 'Chakka Jam' Against New Hit-And-Run Law,"['Several', 'highway', 'across', 'country', 'saw', 'massive', 'jam', 'first', 'day', 'New', 'Year', 'truck', 'driver', 'blocked', 'road', 'protest', 'new', 'hitandrun', 'law', 'set', 'introduced', 'part', 'Bharatiya', 'Nyaya', 'Sanhita', 'new', 'criminal', 'code', 'replace', 'colonialera', 'IPC', 'Indian', 'Penal', 'Code']"
"Ghaziabad Road Rage: Man Thrashed, Crushed to Death By SUV on New Year's Eve Over Parking Issue","['Attempting', 'escape', 'Anupam', 'chased', 'assailant', 'Fortuner', '500', 'meter', 'pinned', 'ground', 'subjected', 'blow', 'attacker', 'fled', 'SUV', 'crushing', 'Anupam', 'death', 'wheel', 'Surendra', 'Lal', 'Srivastava', 'Anupams', 'father', 'shared']"
"Woman Gang-Raped Near Noida Shopping Mall, Blackmailed; Main Accused Still At Large","['matter', 'reported', 'police', 'December', '30', 'even', 'though', 'incident', 'occurred', 'day', 'ago', 'Three', 'suspect', 'arrested', 'two', 'others', 'including', 'main', 'accused', 'local', 'strongman', 'still', 'large', 'police', 'said']"
"Delhi Breathes Easy: BS III, IV Vehicle Ban Lifted as GRAP III Restrictions Revoked","['Improved', 'air', 'quality', 'prompt', 'DelhiNCR', 'lift', 'BS', 'III', 'petrol', 'BS', 'IV', 'diesel', 'vehicle', 'ban', 'GRAPIII', 'restriction', 'However', 'StageI', 'II', 'pollution', 'control', 'measure', 'still', 'apply', 'StageIII', 'might', 'return', 'weather', 'change', 'construction', 'sitesindustries', 'dont', 'follow', 'regulation']"
"Kolkata’s To-Do-List For 2024: Metro Expansion, Healthcare Boost, Greener Commute and More","['Kolkatas', 'infrastructure', 'transformation', '2024', 'includes', 'metro', 'expansion', 'improved', 'water', 'supply', 'airport', 'expansion', 'pedestrian', 'mobility', 'project', 'healthcare', 'facility', 'expansion', 'introduction', 'electric', 'bus', 'organized', 'skyline', 'effort', 'advanced', 'weather', 'radar', 'accurate', 'prediction']"
"Kolkata Covid-19 Cases Rise, Experts Predict Potential Surge During Festive Season","['Kolkata', 'saw', 'rise', 'Covid19', 'case', '10', 'new', 'infection', 'reported', 'bringing', 'active', 'case', 'count', '30', 'Experts', 'predict', 'rise', 'due', 'upcoming', 'festival', 'gathering', 'Hospitals', 'Kolkata', 'started', 'testing', 'symptomatic', 'patient', 'Covid19']"
"Kolkata’s Iconic Vidyanagar Setu To Be Closed On THESE Dates, Check Timings","['Kolkatas', 'Iconic', 'Vidyasagar', 'Setu', 'close', 'twice', 'January', 'Jan', '2', '9', '100', '300', 'Diversions', 'implemented', 'midnight', 'normal', 'traffic', 'excluding', 'truck', 'expected', 'resume', '330', 'even', 'earlier', 'truck', 'rerouted', 'via', 'Nivedita', 'Setu', 'vehicle', 'directed', 'use', 'Howrah', 'Bridge']"
Kolkata Airport Sees Over 4 Lakh International Passengers In Past 2 Months; Reaches 3-Year High,"['per', 'official', 'heavy', 'rush', 'passenger', 'expected', 'next', 'two', 'day', 'view', 'New', 'Year', 'celebration', 'Netaji', 'Subhash', 'Chandra', 'Bose', 'International', 'Airport', 'Kolkata', 'recorded', 'footfall', 'four', 'lakh', 'international', 'passenger', 'past', 'two', 'month']"
"Kolkata Commuters Brace For Rough Ride This New Year: 4,000 Private Buses Set To Go Off City Roads","['number', 'registration', 'new', 'bus', 'started', 'coming', 'financial', 'year', '201516', 'followed', 'steady', 'decline', 'since']"
Bengaluru BBA Student Dies by Suicide After Parents Deny Permission For New Year Photoshoot,"['per', 'information', 'shared', 'cop', 'Varshini', 'completed', 'photography', 'course', 'asked', 'parent', 'permission', 'photoshoot', 'mall', 'New', 'Years', 'Eve', 'parent', 'refused', 'permission', 'went', 'room', 'allegedly', 'took', 'extreme', 'step']"
"Bengaluru Police Registers 330 Drunk & Drive Cases, 14 Accidents On New Year's Eve","['four', 'division', 'traffic', 'police', '27280', 'vehicle', 'inspected', 'December', '30', 'inspection', 'total', '717', 'rider', 'driver', 'booked', 'influence', 'alcohol', 'violating', 'legal', 'blood', 'alcohol', 'concentration', 'BAC', 'limit', '30mg100ml', 'blood', 'operating', 'vehicle']"
"Bengaluru Welcomes 2024 With A Bang; New Year Celebration on MG Road, Airport Attract Thousands | WATCH","['Except', 'International', 'Airport', 'Flyover', 'flyover', 'city', 'closed', '1100', 'pm', 'Sunday', 'till', '6', 'Monday', 'facilitate', 'New', 'Year', 'celebration', 'street', 'Bengaluru']"
"Malda Town-Bengaluru Amrit Bharat Express to Begin Service From Jan 7, Will Run Once A Week","['Adorned', 'flower', 'Malda', 'TownBengaluru', 'Amrit', 'Bharat', 'train', 'greeted', 'ceremonial', 'performer', 'Cuttack', 'Station', 'Odisha', 'Sunday', 'superfast', 'train', 'begin', 'normal', 'operation', 'Malda', 'town', 'January', '7']"
